Order ID,Date,Status,Category,Qty,Amount,ship-state,Total revenue,Cost,Profit Margin,Profit
405-4059216-4541150,2024-02-03,Shipped,Set,1,597,TELANGANA,597,391,34.51,206
402-3595365-1666728,2024-02-03,Cancelled,Set,3,899,UTTAR PRADESH,2697,1261.24,53.24,1435.76
407-1515930-8661921,2024-02-03,Shipped,Set,1,1099,WEST BENGAL,1099,766.42,30.26,332.58
406-2849582-6531553,2024-02-03,Shipped,Top,1,,UTTAR PRADESH,,244.01,52.34,267.99
171-1851948-5476361,2024-02-03,Shipped,Set,1,1115,MANIPUR,1115,650.31,41.68,464.69
406-6586654-6641140,2024-02-03,Shipped - Delivered to Buyer,kurta,5,487,KARNATAKA,2435,277.41,43.04,406.0304865
402-4277204-2348328,2024-02-03,Shipped,Set,1,790,MADHYA PRADESH,790,544.56,31.07,245.44
407-4063876-9566742,2024-02-03,Shipped,Western Dress,1,721,TELANGANA,721,495.76,31.24,225.24
402-2211107-5096323,2024-02-03,Shipped,Set,,654,UTTAR PRADESH,,281.57,56.95,372.43
408-7955685-3083534,2024-02-03,Shipped,Set,5,657,MAHARASHTRA,3285,240.51,63.39,801.7772826
408-3484251-6901959,2024-02-03,Shipped,kurta,1,459,MAHARASHTRA,459,162.3,64.64,296.7
408-6820155-3521913,2024-02-03,Shipped,Set,1,751,ASSAM,751,399.68,46.78,351.32
403-5456917-5571511,2024-02-03,Cancelled,Western Dress,0,0,UTTAR PRADESH,0,0,,0
402-8089760-1132331,2024-02-03,Shipped,Set,1,995,DELHI,995,335.63,66.27,659.37
407-8801185-0134713,2024-02-04,Shipped,Set,1,1126,KARNATAKA,1126,434.66,61.4,691.34
408-7955685-3083534,2024-02-04,Shipped,Set,5,657,MAHARASHTRA,3285,240.51,63.39,801.7772826
405-0732969-3941948,2024-02-04,Shipped - Delivered to Buyer,Set,1,583,WEST BENGAL,583,210.33,63.92,372.67
406-7792526-4685142,2024-02-04,Shipped,Set,1,563,TELANGANA,563,269.99,,293.01
408-5748499-6859555,2024-02-04,Shipped,Set,1,653,CHANDIGARH,653,437.1,33.06,215.9
404-0687676-7273146,2024-02-04,Shipped,kurta,1,329,MAHARASHTRA,329,229.12,30.36,99.88
405-8114272-1687512,2024-02-04,Shipped,Set,1,788,DELHI,788,544.79,30.86,243.21
407-2307966-4961113,2024-02-04,Shipped,kurta,1,442,KARNATAKA,442,234.61,,207.39
406-3397500-8084361,2024-02-04,Shipped,kurta,1,399,KARNATAKA,399,255.37,36,143.63
404-5539778-0029904,2024-02-04,Shipped,Set,1,563,ASSAM,563,297.91,47.09,265.09
407-4766116-5412325,2024-02-04,Shipped,kurta,4,399,HIMACHAL PRADESH,1596,135.46,66.05,514.2225615
408-9720884-9553122,2024-02-04,Shipped,kurta,3,487,ODISHA,1461,1014.79,30.54,446.21
407-4936046-5852304,2024-02-04,Cancelled,Set,0,1249.11,HARYANA,0,0,,0
408-1298370-1920302,2024-02-04,Shipped - Delivered to Buyer,Set,3,771,MAHARASHTRA,2313,241.23,68.71,849.5553852
407-1672316-3245939,2024-02-04,Shipped,kurta,1,319,TAMIL NADU,319,119.32,62.6,199.68
403-0104882-7373900,2024-02-04,Cancelled,Western Dress,1,807,Gujarat,807,526.68,34.74,280.32
408-3484251-6901959,2024-02-04,Shipped,kurta,1,459,MAHARASHTRA,459,162.3,64.64,296.7
406-1590113-9193914,2024-02-04,Shipped,Set,1,654,WEST BENGAL,654,409.37,,244.63
403-4367956-2849158,2024-02-04,Shipped,kurta,1,368,DELHI,368,197.19,46.42,170.81
407-5124083-2725136,2024-02-04,Shipped,Set,1,682,UTTAR PRADESH,682,338.71,50.34,343.29
406-4878137-1126707,2024-02-04,Shipped,kurta,1,517,MAHARASHTRA,517,258.65,49.97,258.35
407-6599093-6553153,2024-02-04,Shipped - Delivered to Buyer,Bottom,3,377,WEST BENGAL,1131,174.76,,392.8298906
408-9845791-1393151,2024-02-04,Shipped,Set,1,597,PUNJAB,597,389.59,34.74,207.41
404-7491342-1035558,2024-02-04,Shipped,Set,1,1463,MAHARASHTRA,1463,703.51,51.91,759.49
402-3384087-4005164,2024-02-04,Shipped,kurta,1,499,ASSAM,499,294.95,,204.05
406-9021273-9221106,2024-02-04,Shipped,Western Dress,1,690,ASSAM,690,242.71,64.82,447.29
405-5513694-8146768,2024-02-04,Shipped - Delivered to Buyer,kurta,,399,MAHARASHTRA,,217.76,45.42,181.24
402-9532672-5385917,2024-02-04,Shipped,kurta,1,399,TAMIL NADU,399,136.06,65.9,262.94
402-3384087-4005164,2024-02-04,Shipped,kurta,1,499,ASSAM,499,294.95,,204.05
404-4535078-5241919,2024-02-04,Shipped,Top,1,432,MAHARASHTRA,432,301.54,30.2,130.46
405-4461562-9113959,2024-02-04,Shipped,Set,1,909,JHARKHAND,909,530.05,41.69,378.95
406-6199849-7523514,2024-02-04,Shipped,kurta,1,406,KERALA,406,125.38,,280.62
405-0882561-5952340,2024-02-04,Shipped,Set,1,692,WEST BENGAL,692,317.02,54.19,374.98
404-5381335-4577925,2024-02-04,Shipped,Top,,574,KARNATAKA,,327.5,42.94,246.5
405-8114272-1687512,2024-02-05,Shipped,Set,1,788,DELHI,788,544.79,30.86,243.21
407-4936046-5852304,2024-02-05,Cancelled,Set,0,1058.93,HARYANA,0,0,,0
405-8114272-1687512,2024-02-05,Shipped,Set,1,788,DELHI,788,544.79,30.86,243.21
402-1465437-0579556,2024-02-05,Shipped - Delivered to Buyer,kurta,1,517,ODISHA,517,243.53,52.9,273.47
405-8114272-1687512,2024-02-05,Shipped,Set,1,788,DELHI,788,544.79,30.86,243.21
404-6975277-1927553,2024-02-05,Shipped - Delivered to Buyer,kurta,1,458,WEST BENGAL,458,218.66,52.26,239.34
406-2403215-8361103,2024-02-05,Shipped - Delivered to Buyer,Set,1,999,KARNATAKA,999,389.6,61,609.4
171-7367545-7081126,2024-02-05,Shipped,kurta,5,499,TELANGANA,2495,313.66,37.14,270.3723952
402-8210765-3935569,2024-02-05,Shipped,Western Dress,1,885,MADHYA PRADESH,885,566.6,35.98,318.4
406-5103760-7326749,2024-02-05,Shipped,kurta,1,432,Gujarat,432,216.33,49.92,215.67
404-1490984-4578765,2024-02-05,Shipped,Set,,824,UTTAR PRADESH,,321.3,61.01,502.7
406-2849582-6531553,2024-02-05,Shipped,Top,1,,UTTAR PRADESH,,244.01,52.34,267.99
171-3270734-5045130,2024-02-05,Shipped,Set,4,631,DELHI,2524,1393.73,44.78,1130.27
171-8027093-8553945,2024-02-05,Shipped,kurta,1,399,UTTARAKHAND,399,182.59,54.24,216.41
171-2842936-5423534,2024-02-05,Shipped,Top,4,487,KARNATAKA,1948,280.44,,297.3053138
405-2788163-4515521,2024-02-05,Shipped - Delivered to Buyer,kurta,1,342,MADHYA PRADESH,342,145.96,57.32,196.04
402-8089760-1132331,2024-02-05,Shipped,Set,1,995,DELHI,995,335.63,66.27,659.37
402-9580874-3525948,2024-02-05,Shipped,Set,4,696,KERALA,2784,356.64,48.76,560.6176872
405-3441326-1516368,2024-02-05,Shipped,Top,,518,WEST BENGAL,,328.06,,189.94
407-8248783-4261958,2024-02-05,Shipped,kurta,1,487,CHHATTISGARH,487,325.97,33.07,161.03
407-9494293-9423561,2024-02-05,Shipped,kurta,4,486,JAMMU & KASHMIR,1944,300.31,38.21,301.8635542
406-2966654-4672325,2024-02-05,Shipped,kurta,3,692,UTTAR PRADESH,2076,784.35,62.22,1291.65
405-6480932-8759528,2024-02-05,Shipped,Set,1,1146,KARNATAKA,1146,534.3,53.38,611.7
171-6138639-1478731,2024-02-05,Shipped,kurta,1,318,TELANGANA,318,178.72,43.8,139.28
403-9615377-8133951,2024-02-05,Cancelled,Western Dress,0,753.33,PUDUCHERRY,0,0,,0
171-3537751-4007556,2024-02-06,Shipped,Set,1,1999,ANDHRA PRADESH,1999,961.02,51.92,1037.98
403-2079921-1244300,2024-02-06,Cancelled,kurta,8,475,MADHYA PRADESH,3800,1502.85,60.45,2297.15
402-0503400-6235514,2024-02-06,Shipped,Set,1,736,TAMIL NADU,736,464,36.96,272
171-3537751-4007556,2024-02-06,Shipped,Set,1,1999,ANDHRA PRADESH,1999,961.02,51.92,1037.98
405-0901744-8270705,2024-02-06,Shipped,kurta,,499,Gujarat,,157.18,68.5,341.82
406-7779874-9136347,2024-02-06,Shipped,Set,1,1115,UTTARAKHAND,1115,439.73,60.56,675.27
403-2920089-2403567,2024-02-06,Shipped,Top,,487,TAMIL NADU,,166.17,,320.83
406-1530134-2105912,2024-02-06,Shipped,kurta,1,518,KARNATAKA,518,333.01,35.71,184.99
404-0696150-3898703,2024-02-06,Shipped - Delivered to Buyer,Set,1,499,MAHARASHTRA,499,238.5,52.2,260.5
404-0634392-1837110,2024-02-06,Cancelled,Top,0,0,MAHARASHTRA,0,0,,0
171-9040274-9291563,2024-02-06,Shipped,Western Dress,1,791,TAMIL NADU,791,410.55,,380.45
403-4242957-8599555,2024-02-06,Shipped,kurta,1,399,KERALA,399,166.84,58.19,232.16
402-9580874-3525948,2024-02-06,Shipped,Set,4,696,KERALA,2784,356.64,48.76,560.6176872
402-2764952-1492318,2024-02-06,Shipped - Delivered to Buyer,kurta,1,499,UTTAR PRADESH,499,286.28,42.63,212.72
403-8255889-7526765,2024-02-06,Shipped,kurta,1,635,BIHAR,635,402.4,36.63,232.6
404-1490984-4578765,2024-02-06,Shipped,Set,,824,UTTAR PRADESH,,321.3,61.01,502.7
403-4424319-6635501,2024-02-06,Shipped,Set,,759,Goa,,489.8,35.47,269.2
402-6750101-3923558,2024-02-06,Shipped,Set,1,597,KERALA,597,232.46,,364.54
406-1326801-8886709,2024-02-06,Shipped - Delivered to Buyer,kurta,1,362,ODISHA,362,170.86,,191.14
403-9615377-8133951,2024-02-06,Cancelled,Western Dress,0,753.33,PUDUCHERRY,0,0,,0
407-9906412-0889129,2024-02-06,Shipped,kurta,1,376,WEST BENGAL,376,138.84,,237.16
402-8288606-4313118,2024-02-06,Shipped,kurta,1,517,HIMACHAL PRADESH,517,204.52,60.44,312.48
403-0104882-7373900,2024-02-06,Cancelled,Western Dress,1,807,Gujarat,807,261.21,67.63,545.79
406-5727754-5302723,2024-02-06,Shipped,Set,1,696,Gujarat,696,425.4,,270.6
404-2262140-4696366,2024-02-06,Shipped,kurta,1,518,MAHARASHTRA,518,313.93,,204.07
408-9692204-9817146,2024-02-06,Cancelled,Set,1,597,MAHARASHTRA,597,203.03,,393.97
407-9906412-0889129,2024-02-06,Shipped,kurta,1,376,WEST BENGAL,376,138.84,,237.16
404-0363929-8015528,2024-02-06,Shipped,Top,1,588,MAHARASHTRA,588,340.09,,247.91
405-8191138-5176316,2024-02-06,Shipped - Delivered to Buyer,Set,1,582,JHARKHAND,582,284.27,51.16,297.73
405-2660443-4165145,2024-02-07,Shipped - Delivered to Buyer,kurta,1,399,KARNATAKA,399,232.77,41.66,166.23
404-7491342-1035558,2024-02-07,Shipped,Set,1,1463,MAHARASHTRA,1463,703.51,51.91,759.49
171-0293372-4913973,2024-02-07,Cancelled,Set,0,0,KARNATAKA,0,0,,0
402-6566640-5417947,2024-02-07,Shipped,Western Dress,1,771,TELANGANA,771,489.95,36.45,281.05
403-0104882-7373900,2024-02-07,Cancelled,Western Dress,1,807,Gujarat,807,261.21,67.63,545.79
406-7261451-5682727,2024-02-07,Shipped,Western Dress,1,744,KARNATAKA,744,373.43,,370.57
402-6885004-6990731,2024-02-07,Shipped,Set,3,626,TAMIL NADU,1878,329.21,47.41,491.5876856
402-9532672-5385917,2024-02-07,Shipped,kurta,1,399,TAMIL NADU,399,136.06,65.9,262.94
407-4737202-9096304,2024-02-07,Shipped - Delivered to Buyer,Western Dress,1,725,BIHAR,725,335.05,53.79,389.95
405-5957858-1051546,2024-02-07,Shipped,Set,1,886,KARNATAKA,886,447.25,49.52,438.75
405-4059216-4541150,2024-02-07,Shipped,Set,1,597,TELANGANA,597,391,34.51,206
403-6442534-2769112,2024-02-07,Cancelled,Top,0,0,UTTAR PRADESH,0,0,,0
408-3917043-5314763,2024-02-07,Shipped,Set,1,1146,ANDHRA PRADESH,1146,738.2,35.58,407.8
405-8078784-5731545,2024-02-07,Cancelled,Set,0,647.62,MAHARASHTRA,0,0,,0
171-6833843-5473114,2024-02-07,Shipped,kurta,1,487,Gujarat,487,221.38,54.54,265.62
404-7796841-1880317,2024-02-07,Shipped,kurta,1,696,DELHI,696,258.82,62.81,437.18
171-8027093-8553945,2024-02-07,Shipped,kurta,1,399,UTTARAKHAND,399,182.59,54.24,216.41
403-4367956-2849158,2024-02-07,Shipped,kurta,1,487,DELHI,487,285.89,41.3,201.11
406-6386989-1689108,2024-02-07,Shipped - Delivered to Buyer,Set,1,,WEST BENGAL,,469.45,47.13,418.55
408-1482435-5202714,2024-02-07,Shipped - Delivered to Buyer,Set,1,788,CHHATTISGARH,788,440.23,44.13,347.77
407-3271219-3762757,2024-02-07,Shipped,kurta,1,368,MAHARASHTRA,368,127.62,65.32,240.38
406-6711228-7576354,2024-02-07,Cancelled,Western Dress,1,791,KARNATAKA,791,543.06,31.35,247.94
407-3847456-6656309,2024-02-07,Shipped,Set,1,968,BIHAR,968,630.75,34.84,337.25
171-4644162-9093116,2024-02-07,Shipped - Delivered to Buyer,kurta,1,399,UTTAR PRADESH,399,276.15,30.79,122.85
407-4097885-3129958,2024-02-07,Shipped - Delivered to Buyer,Top,1,387,MAHARASHTRA,387,201.82,,185.18
402-4393761-0311520,2024-02-07,Shipped,kurta,1,363,TAMIL NADU,363,113.47,68.74,249.53
171-7623384-8040337,2024-02-07,Shipped,Set,6,597,MAHARASHTRA,3582,2478.44,,1103.56
403-5222550-4437140,2024-02-07,Shipped,kurta,1,348,TAMIL NADU,348,168.72,51.52,179.28
404-5337874-2284337,2024-02-08,Shipped,Set,1,568,KARNATAKA,568,232.41,59.08,335.59
405-5513694-8146768,2024-02-08,Shipped - Delivered to Buyer,kurta,,399,MAHARASHTRA,,217.76,45.42,181.24
407-3742007-3242711,2024-02-08,Shipped,kurta,1,517,TELANGANA,517,241.78,53.23,275.22
405-4908072-0260360,2024-02-08,Shipped - Delivered to Buyer,kurta,1,579,KARNATAKA,579,404.69,,174.31
404-6522553-9345930,2024-02-08,Cancelled,Set,,1105.36,UTTARAKHAND,,1506.61,65.92,2914.83
403-3331597-7637100,2024-02-08,Shipped,Set,1,1133,ODISHA,1133,497.68,,635.32
408-3201739-2676310,2024-02-08,Shipped,Set,1,1260,MAHARASHTRA,1260,565.27,55.14,694.73
406-5103760-7326749,2024-02-08,Shipped,kurta,1,432,Gujarat,432,216.33,49.92,215.67
402-1365379-0131533,2024-02-08,Cancelled,Set,0,0,TELANGANA,0,0,,0
407-5124083-2725136,2024-02-08,Shipped,Set,1,682,UTTAR PRADESH,682,338.71,50.34,343.29
402-5586272-3646748,2024-02-08,Shipped,Set,1,1065,UTTARAKHAND,1065,498.28,53.21,566.72
403-4367956-2849158,2024-02-08,Shipped,kurta,1,487,DELHI,487,285.89,41.3,201.11
406-5727754-5302723,2024-02-08,Shipped,Set,1,696,Gujarat,696,425.4,,270.6
405-0901744-8270705,2024-02-08,Shipped,kurta,,499,Gujarat,,157.18,68.5,341.82
408-9255314-3102740,2024-02-08,Shipped,Set,6,1133,MAHARASHTRA,6798,2567.14,43.36,3034.46335
405-8387725-2971512,2024-02-08,Shipped,Set,1,545,KARNATAKA,545,319.46,41.38,225.54
402-0503400-6235514,2024-02-08,Shipped,Set,1,736,TAMIL NADU,736,464,36.96,272
406-2403215-8361103,2024-02-08,Shipped - Delivered to Buyer,Set,1,999,KARNATAKA,999,389.6,61,609.4
171-1425554-3718756,2024-02-08,Shipped,Western Dress,6,744,KARNATAKA,4464,2136.52,52.14,2327.48
406-1530134-2105912,2024-02-08,Shipped,kurta,1,518,KARNATAKA,518,333.01,35.71,184.99
408-7760667-5809130,2024-02-08,Shipped,kurta,1,329,TELANGANA,329,146.85,55.36,182.15
404-7774085-3780319,2024-02-08,Shipped,kurta,,376,TELANGANA,,230.1,38.8,145.9
405-8078784-5731545,2024-02-08,Cancelled,Set,0,647.62,MAHARASHTRA,0,0,,0
408-8641795-6914711,2024-02-08,Shipped,Top,,563,HARYANA,,379.99,,183.01
171-8027093-8553945,2024-02-08,Shipped,kurta,1,399,UTTARAKHAND,399,182.59,54.24,216.41
171-3072652-6805159,2024-02-08,Shipped,kurta,1,353,TELANGANA,353,154.47,56.24,198.53
171-8027093-8553945,2024-02-08,Shipped,kurta,1,399,UTTARAKHAND,399,182.59,54.24,216.41
171-2705563-6985105,2024-02-08,Shipped,Set,6,692,NAGALAND,4152,1514.96,63.51,2637.04
407-9707366-3029944,2024-02-08,Cancelled,kurta,5,473.33,DELHI,2366.65,1181.23,50.09,1185.42
171-1584788-8864335,2024-02-08,Shipped - Delivered to Buyer,Set,,,MAHARASHTRA,,742.52,32.44,356.48
171-1297873-2176339,2024-02-08,Shipped,kurta,,499,TELANGANA,,313.91,37.09,185.09
402-9580874-3525948,2024-02-09,Shipped,Set,4,696,KERALA,2784,356.64,48.76,560.6176872
405-0483874-0889137,2024-02-09,Shipped,Set,4,563,UTTAR PRADESH,2252,736.67,67.29,1515.33
405-1757140-2025918,2024-02-09,Shipped,kurta,,432,MADHYA PRADESH,,168.88,,263.12
406-8413944-2634744,2024-02-09,Shipped,kurta,,353,TELANGANA,,198.74,43.7,154.26
402-4774686-7773937,2024-02-09,Shipped - Delivered to Buyer,Top,1,339,TELANGANA,339,142.83,57.87,196.17
408-4547464-4180323,2024-02-09,Shipped - Delivered to Buyer,kurta,5,0,ODISHA,0,0,,0
407-0542879-1795554,2024-02-09,Shipped - Delivered to Buyer,kurta,,399,HARYANA,,249.08,37.57,149.92
407-1069790-7240320,2024-02-09,Shipped,Top,1,574,TAMIL NADU,574,323.19,43.7,250.81
171-2134173-5385136,2024-02-09,Shipped,kurta,,362,KARNATAKA,,182.45,49.6,179.55
408-6820155-3521913,2024-02-09,Shipped,Set,1,751,ASSAM,751,399.68,46.78,351.32
404-2262140-4696366,2024-02-09,Shipped,kurta,1,518,MAHARASHTRA,518,313.93,,204.07
171-8635309-7508346,2024-02-09,Shipped,Set,,597,TAMIL NADU,,403.86,32.35,193.14
403-1162895-2484367,2024-02-09,Shipped - Delivered to Buyer,Western Dress,1,859,RAJASTHAN,859,339.13,60.52,519.87
404-6578109-5618751,2024-02-09,Shipped - Delivered to Buyer,kurta,1,295,KARNATAKA,295,138.2,,156.8
402-8210765-3935569,2024-02-09,Shipped,Western Dress,1,885,MADHYA PRADESH,885,566.6,35.98,318.4
403-1162895-2484367,2024-02-09,Shipped - Delivered to Buyer,Western Dress,1,859,RAJASTHAN,859,339.13,60.52,519.87
408-8641795-6914711,2024-02-09,Shipped,Top,,563,HARYANA,,379.99,,183.01
407-9707366-3029944,2024-02-09,Cancelled,kurta,5,473.33,DELHI,2366.65,1181.23,50.09,1185.42
408-6428766-2839536,2024-02-09,Shipped - Delivered to Buyer,kurta,1,487,ODISHA,487,239.65,,247.35
404-1856281-9996319,2024-02-09,Shipped - Delivered to Buyer,Western Dress,1,472,MADHYA PRADESH,472,253.41,46.31,218.59
408-7955685-3083534,2024-02-09,Shipped,Set,5,657,MAHARASHTRA,3285,240.51,63.39,801.7772826
406-8271099-5133911,2024-02-09,Shipped,kurta,4,329,KARNATAKA,1316,499.03,62.08,816.97
171-1224053-5752314,2024-02-09,Cancelled,Top,0,463.81,KARNATAKA,0,0,,0
171-2813040-8296320,2024-02-09,Shipped,Set,1,635,KARNATAKA,635,202.2,,432.8
171-8220241-5105927,2024-02-09,Shipped,kurta,1,737,KARNATAKA,737,353.51,,383.49
171-1305077-2813934,2024-02-09,Shipped,kurta,1,376,TELANGANA,376,148.96,,227.04
404-2262140-4696366,2024-02-09,Shipped,kurta,1,295,MAHARASHTRA,295,170.68,42.14,124.32
405-2142542-0941949,2024-02-10,Shipped,kurta,,363,TELANGANA,,180.34,50.32,182.66
406-9638549-1733961,2024-02-10,Shipped,Set,,517,KARNATAKA,,310.82,,206.18
406-9021273-9221106,2024-02-10,Shipped,Western Dress,1,690,ASSAM,690,242.71,64.82,447.29
407-4737202-9096304,2024-02-10,Shipped - Delivered to Buyer,Western Dress,1,725,BIHAR,725,335.05,53.79,389.95
407-2882576-2777135,2024-02-10,Shipped - Delivered to Buyer,Set,1,1233,TELANGANA,1233,736.77,,496.23
404-1856281-9996319,2024-02-10,Shipped - Delivered to Buyer,Western Dress,1,472,MADHYA PRADESH,472,253.41,46.31,218.59
404-1856281-9996319,2024-02-10,Shipped - Delivered to Buyer,Western Dress,1,472,MADHYA PRADESH,472,253.41,46.31,218.59
403-4367956-2849158,2024-02-10,Shipped,kurta,1,368,DELHI,368,197.19,46.42,170.81
406-2966654-4672325,2024-02-10,Shipped,kurta,3,692,UTTAR PRADESH,2076,784.35,62.22,1291.65
402-8288606-4313118,2024-02-10,Shipped,kurta,1,517,HIMACHAL PRADESH,517,204.52,60.44,312.48
405-4461562-9113959,2024-02-10,Shipped,Set,1,909,JHARKHAND,909,530.05,41.69,378.95
171-1224053-5752314,2024-02-10,Cancelled,Top,0,463.81,KARNATAKA,0,0,,0
402-8210765-3935569,2024-02-10,Shipped,Western Dress,1,885,MADHYA PRADESH,885,566.6,35.98,318.4
408-1298370-1920302,2024-02-10,Shipped - Delivered to Buyer,Set,3,771,MAHARASHTRA,2313,241.23,68.71,849.5553852
405-8114272-1687512,2024-02-10,Shipped,Set,1,788,DELHI,788,544.79,30.86,243.21
402-2820441-9623566,2024-02-10,Shipped,Western Dress,1,721,ODISHA,721,343.65,52.34,377.35
405-3441326-1516368,2024-02-10,Shipped,Top,,518,WEST BENGAL,,328.06,,189.94
406-4878137-1126707,2024-02-10,Shipped,kurta,1,517,MAHARASHTRA,517,258.65,49.97,258.35
402-2820441-9623566,2024-02-10,Shipped,Western Dress,1,721,ODISHA,721,343.65,52.34,377.35
403-4367956-2849158,2024-02-10,Shipped,kurta,1,487,DELHI,487,285.89,41.3,201.11
408-6357132-2310703,2024-02-10,Shipped,Set,1,696,JAMMU & KASHMIR,696,472.18,,223.82
405-3441326-1516368,2024-02-10,Shipped,Top,,518,WEST BENGAL,,328.06,,189.94
405-9144614-1601126,2024-02-10,Shipped - Delivered to Buyer,kurta,1,533,TELANGANA,533,208.09,,324.91
405-3036350-8089120,2024-02-10,Shipped,kurta,1,795,Gujarat,795,524.41,34.04,270.59
407-6599093-6553153,2024-02-10,Shipped - Delivered to Buyer,Bottom,3,377,WEST BENGAL,1131,174.76,,392.8298906
403-4424319-6635501,2024-02-10,Shipped,Set,,759,Goa,,489.8,35.47,269.2
402-4393761-0311520,2024-02-10,Shipped,kurta,1,363,TAMIL NADU,363,113.47,68.74,249.53
407-1069790-7240320,2024-02-10,Shipped,Top,1,574,TAMIL NADU,574,323.19,43.7,250.81
406-8961316-8137943,2024-02-10,Shipped - Delivered to Buyer,Set,1,597,ASSAM,597,329.23,44.85,267.77
408-5540360-9479519,2024-02-10,Shipped - Delivered to Buyer,Set,1,759,MEGHALAYA,759,433.99,42.82,325.01
171-8220241-5105927,2024-02-11,Shipped,kurta,1,737,KARNATAKA,737,353.51,,383.49
403-0104882-7373900,2024-02-11,Cancelled,Western Dress,1,807,Gujarat,807,261.21,67.63,545.79
408-9720884-9553122,2024-02-11,Shipped,kurta,3,487,ODISHA,1461,1014.79,30.54,446.21
403-5189998-9343503,2024-02-11,Shipped,Set,1,496,TELANGANA,496,269.99,45.57,226.01
406-6586654-6641140,2024-02-11,Shipped - Delivered to Buyer,kurta,5,487,KARNATAKA,2435,277.41,43.04,406.0304865
407-4936046-5852304,2024-02-11,Cancelled,Set,0,1058.93,HARYANA,0,0,,0
402-8089760-1132331,2024-02-11,Shipped,Set,1,995,DELHI,995,335.63,66.27,659.37
403-5456917-5571511,2024-02-11,Cancelled,Western Dress,0,0,UTTAR PRADESH,0,0,,0
408-7310428-6047538,2024-02-11,Shipped,Western Dress,1,859,KARNATAKA,859,554.93,35.4,304.07
408-1298370-1920302,2024-02-11,Shipped - Delivered to Buyer,Set,3,771,MAHARASHTRA,2313,241.23,68.71,849.5553852
402-2820441-9623566,2024-02-11,Shipped,Western Dress,1,721,ODISHA,721,343.65,52.34,377.35
402-0294212-5431551,2024-02-11,Shipped,kurta,1,399,UTTAR PRADESH,399,254.01,36.34,144.99
171-7623384-8040337,2024-02-11,Shipped,Set,6,597,MAHARASHTRA,3582,2478.44,,1103.56
402-2820441-9623566,2024-02-11,Shipped,Western Dress,1,721,ODISHA,721,343.65,52.34,377.35
408-3917043-5314763,2024-02-11,Shipped,Set,1,1146,ANDHRA PRADESH,1146,738.2,35.58,407.8
406-7261451-5682727,2024-02-11,Shipped,Western Dress,1,744,KARNATAKA,744,373.43,,370.57
402-8019936-6115500,2024-02-11,Cancelled,Set,,654,KARNATAKA,,403.93,38.24,250.07
405-2660443-4165145,2024-02-11,Shipped - Delivered to Buyer,kurta,1,399,KARNATAKA,399,232.77,41.66,166.23
405-4908072-0260360,2024-02-11,Shipped - Delivered to Buyer,kurta,1,579,KARNATAKA,579,404.69,,174.31
405-0901744-8270705,2024-02-11,Shipped,kurta,,499,Gujarat,,157.18,68.5,341.82
406-0177436-6731556,2024-02-11,Shipped,kurta,1,406,TELANGANA,406,209.57,48.38,196.43
404-0634392-1837110,2024-02-11,Cancelled,Top,0,0,MAHARASHTRA,0,0,,0
402-2860689-5652319,2024-02-11,Shipped,Western Dress,1,744,MADHYA PRADESH,744,471.08,36.68,272.92
171-3270734-5045130,2024-02-11,Shipped,Set,4,631,DELHI,2524,1393.73,44.78,1130.27
171-6845071-0336346,2024-02-11,Shipped,Set,5,788,MAHARASHTRA,3940,2545.72,35.39,1394.28
408-4101226-7217932,2024-02-11,Shipped - Delivered to Buyer,kurta,1,459,UTTAR PRADESH,459,288.25,37.2,170.75
405-8387725-2971512,2024-02-11,Shipped,Set,1,545,KARNATAKA,545,319.46,41.38,225.54
407-4235449-1353916,2024-02-11,Shipped - Delivered to Buyer,Set,1,999,UTTAR PRADESH,999,411.29,58.83,587.71
407-5633625-6970741,2024-02-11,Shipped,kurta,0,685,TAMIL NADU,0,0,,0
405-9144614-1601126,2024-02-11,Shipped - Delivered to Buyer,kurta,1,533,TELANGANA,533,208.09,,324.91
408-5540360-9479519,2024-02-12,Shipped - Delivered to Buyer,Set,1,759,MEGHALAYA,759,433.99,42.82,325.01
406-9941718-1734719,2024-02-12,Shipped - Delivered to Buyer,kurta,3,544,KARNATAKA,1632,337.54,37.95,345.4191849
403-4367956-2849158,2024-02-12,Shipped,kurta,1,487,DELHI,487,285.89,41.3,201.11
402-8288606-4313118,2024-02-12,Shipped,kurta,1,517,HIMACHAL PRADESH,517,204.52,60.44,312.48
171-4496851-5319548,2024-02-12,Shipped,Top,1,545,KARNATAKA,545,273.69,49.78,271.31
171-1305077-2813934,2024-02-12,Shipped,kurta,1,376,TELANGANA,376,148.96,,227.04
406-6586654-6641140,2024-02-12,Shipped - Delivered to Buyer,kurta,5,487,KARNATAKA,2435,277.41,43.04,406.0304865
404-8745561-3169903,2024-02-12,Shipped,kurta,5,379,UTTAR PRADESH,1895,703.47,62.88,1191.53
402-0043314-1059527,2024-02-12,Cancelled,Western Dress,1,744,MADHYA PRADESH,744,318.78,,425.22
406-3397500-8084361,2024-02-12,Shipped,kurta,1,399,KARNATAKA,399,255.37,36,143.63
171-4350114-4299568,2024-02-12,Shipped - Delivered to Buyer,Top,,399,MAHARASHTRA,,162.28,59.33,236.72
408-3113070-0750756,2024-02-12,Shipped,Set,1,597,MAHARASHTRA,597,403.1,32.48,193.9
